CustomerID,Name,DateOfBirth,Gender,Address,PhoneNumber,Email,AccountBalance,AccountType,LastTransactionDate
2a01adbc-5811-46f1-bc5e-096579ef67b8,Alexander Harris,1958-12-21,Male,"4933 Alan Junctions Suite 110
Evansside, IA 65276",+1-447-824-0660x75352,emorse@example.com,110910,Checking,2020-03-21
90d6c029-83d1-47da-8161-6b584e43e30a,Katherine Turner,1979-03-02,Male,"PSC 5195, Box 1820
APO AP 94620",+1-430-804-1352x326,smoore@example.net,634859,Checking,2023-10-31
772a8e4a-0b12-49af-8908-6b7558882a86,Kayla Hardin,1965-03-16,Male,"USNV Webb
FPO AP 38525",+1-724-600-3874,christinemercado@example.com,755662,Savings,2021-07-10
996f7e4e-6879-415a-a838-533bc6d24d17,Ann Flores,1982-10-13,Male,"7314 Torres Meadow Suite 017
West Jenniferton, MH 76181",275.984.7444,jessicasummers@example.net,753552,Credit,2023-12-31
decf19a0-f729-4006-b579-7b888ff95d88,Anita Murphy,1969-09-15,Female,"6240 Rebecca Extensions
New Ashley, PR 17728",001-863-481-3712x22208,armstronglisa@example.com,99252,Credit,2021-03-18
4fee19c9-5553-409b-912f-59ab6b0ad976,Ashley Johnson,1951-11-20,Female,"0277 Danielle Corners
Marshallview, RI 97426",568.253.7706x7391,zachary43@example.org,450044,Checking,2022-10-22
b4177426-7c59-4a1f-b3d4-56abfdccdcae,Rhonda Hayes,1990-08-24,Female,"42289 Maria Mountain
Christophertown, GU 52308",520.332.0392,tamaramoore@example.org,535039,Checking,2020-08-10
2c3e180e-edfb-4386-b85c-5631418150da,Sarah Ferguson,1979-02-01,Male,"284 Acosta Branch
Brownberg, CO 51054",3074276055,sgillespie@example.net,533092,Savings,2023-07-07
dec4a9a6-68f8-4ea3-b481-55b2a587711e,Roy Garcia,1985-10-18,Male,"Unit 5242 Box 2264
DPO AP 66285",+1-724-451-1699x0908,michaelsparks@example.com,511781,Credit,2022-09-19
66785dfd-61d6-48f7-877b-950a658ad1bc,Phillip Kaiser,1982-01-14,Male,"656 Jenny Avenue Suite 618
Johnsonview, MP 41335",(324)433-5105x4252,philipbailey@example.com,916263,Credit,2022-08-10
0d67c4e9-baca-4a5e-8d21-aaaecb1859ab,James Cochran,2000-05-31,Male,"PSC 2616, Box 3828
APO AA 83470",614-585-0421,aimee18@example.com,464746,Credit,2024-08-05
a839bca7-2f15-476a-8545-6e7da1bab31c,David Potter,1966-11-30,Male,"0619 James Light
North Mark, AK 95048",(595)483-6689,tara61@example.com,309281,Savings,2020-02-28
9c378171-ae7d-4eff-a56b-97736c8d9e49,David Parks,2005-06-08,Female,"PSC 2736, Box 3666
APO AP 51607",(807)724-7646x60459,carol81@example.net,895088,Credit,2021-02-11
534f72d6-3fa4-47ee-8b3e-df4d5f21232a,Andrew Donovan,1961-03-19,Female,"4614 Allison Flat
Lake Casey, AZ 81982",577.831.9572,cummingscharles@example.com,648519,Checking,2020-10-05
c1a5ff5a-fa64-474f-88a9-6ff5f35c80fd,Susan Young,1956-11-04,Female,"9578 Hood Loaf
Diazchester, ID 48903",(801)848-8182,rebeccawagner@example.com,21926,Credit,2022-11-09
13335522-17f5-4aea-8292-75bb74624393,Michelle Garcia,1949-11-25,Male,"82844 Mccarthy Cove
West Debra, AZ 87344",215.337.9908,jamesjose@example.org,741014,Checking,2020-05-19
8fae564f-8052-4fb2-8d7e-3a8a9fe896e0,Kara Malone,1952-05-18,Female,"3367 Robert Streets
Perrymouth, AS 05146",885-792-3504,walshdanny@example.org,626877,Checking,2020-06-09
3a78e87d-e602-4490-b5e6-4b87978ba278,Stephen Anderson,2005-01-13,Female,"15097 Katrina Light
Devontown, AL 16870",760.720.8435x9538,hollybeasley@example.net,578860,Checking,2022-12-03
efeb5c16-04da-4dff-8f66-5976e5b827f5,Nancy Beck,1986-01-25,Male,"669 Jonathan Villages Suite 439
Oliverfurt, ID 02962",001-606-599-3269x940,uturner@example.org,549248,Savings,2020-01-21
194ba1d0-2dd5-4c1a-a42d-601ea96e6583,Claudia Davis,2005-01-07,Male,"34523 Brooke Stream
Tranview, WI 52201",808-874-2040x482,scottward@example.org,754054,Credit,2022-10-31
619b7523-4993-4d46-9cbb-99f4ebbe81fa,Nicole Perez,1995-12-02,Male,"85716 Dave Highway
West Donna, KY 93347",001-542-699-1434x03888,carrie79@example.net,130011,Credit,2020-12-21
2fd5a6dc-ff8b-4ae5-837d-eeb96f9607f1,William Wright,1973-02-05,Female,"992 Mathis Pike
Port Jadefort, VA 55731",219.727.6100x82128,tammy93@example.com,601867,Checking,2024-06-27
937b69ac-3aca-48b1-b02d-938712cab8c6,Deborah Brooks,1955-10-25,Male,"88764 Jeffery Knoll Suite 411
Lake Cody, AK 73393",837-677-2110x5316,david53@example.com,511264,Checking,2023-01-28
d25f60e4-55cd-47d6-8c4a-929e7fd9fdfc,Patricia Daniels,1985-11-11,Male,"550 Patrick Cape Suite 473
Phillipsmouth, PR 91216",2183447564,donaldedwards@example.net,600081,Checking,2021-07-07
587ba5ae-12f1-4f86-a224-618f9047372b,Linda Montes,1968-08-17,Female,"55343 Andrew Throughway
Jeremyland, AZ 73459",001-378-245-7775x415,barnesbrian@example.org,665610,Checking,2023-03-26
1fb0785e-4e93-4912-9a6f-c211d1bee745,Jeremy Mendoza,1996-05-03,Female,"78279 Bailey Inlet
Stevenshire, IL 12852",645-342-0000,vhernandez@example.net,778276,Savings,2021-01-29
16a0c188-8c49-4316-9ad6-af2f97271b9e,Shane Baldwin,1983-11-23,Male,"48464 Penny Mountain Apt. 120
Aaronberg, MA 29542",(414)528-7748x2539,yjones@example.org,231104,Checking,2024-01-31
ae3e6d1d-1803-42c2-91dd-0da366acd86a,Brenda Thomas,1963-09-26,Male,"025 Jessica Harbors
East Brianburgh, DC 43278",001-561-870-5724x3102,joneskelly@example.org,263591,Savings,2020-12-10
0b9425c8-6b65-414a-a90d-0f10d24d1231,Melvin Villarreal,1965-07-04,Male,"PSC 8156, Box 9435
APO AE 65989",+1-783-889-7056x09725,andrew88@example.com,372666,Checking,2023-11-03
36520347-fcf6-4537-aad2-84e8eef6fa2f,Dustin Williamson,1951-03-09,Female,"9836 Acosta Circle Apt. 838
Bergside, UT 51739",(366)833-9509x0639,joshua78@example.org,892314,Credit,2020-11-27
7caf95a3-386a-4d8c-a0ab-5d877789518b,Cynthia Turner,1970-11-14,Male,"583 Franklin Mission Apt. 646
North Stephanie, MS 95549",+1-793-847-4740x83319,erodriguez@example.org,690587,Checking,2023-03-26
7edc8407-3192-46db-a72b-7b731bb3d3ba,Gregory Gardner,1973-11-10,Male,"38117 Wilson Run Apt. 963
South Jessica, PW 09561",+1-297-579-3644,owensstephanie@example.org,467242,Savings,2023-03-31
7577ac83-bcfd-4f40-8cd4-9d90844c19c8,Brian Santos,1971-12-30,Female,"704 Arellano Well
West Manuelshire, FL 17765",948-637-8762,martinezsarah@example.org,871371,Savings,2021-12-15
16aacdf7-9e40-458d-9fdd-f77abfd5b764,Angelica Mckinney,1960-12-04,Female,"1402 Jordan Gardens Suite 246
Carlyport, WY 43998",(529)468-7351x941,michael57@example.org,867794,Credit,2022-02-20
621bc7e9-097a-4285-918a-68ac5434d4dd,Ricky Harrison,1997-06-10,Male,"971 April Ranch Apt. 702
New Laura, FM 62173",(435)990-9954,nathaniel61@example.net,890026,Credit,2020-03-01
9720a65d-92d1-4762-ad9d-a7745c7a11cd,Thomas Garrett,1977-12-24,Female,"38866 Martin Centers
Joseborough, OH 83471",(621)263-3215,langmary@example.com,283792,Savings,2021-05-21
a9c7bff6-49e9-4087-a83e-f7487936dd6a,Lori Potts,1979-04-29,Male,"Unit 9450 Box 4353
DPO AA 61935",451.293.6098x2558,sabrina04@example.com,786498,Credit,2021-04-03
627009e0-5b48-47a2-91c9-f4a077c4002a,Peter Carroll,1978-05-30,Female,"0851 Latasha Oval Apt. 383
Fordhaven, AK 64635",(721)978-1079,rosariosusan@example.com,236422,Credit,2023-08-29
ef58ba48-3f8b-481d-9cc1-01e9e39250bb,John Flores,1948-03-05,Female,"Unit 7376 Box 5975
DPO AE 02165",001-896-653-2639,whitneycuevas@example.net,912298,Savings,2022-08-10
3aeac00d-9683-49e5-9225-6070772cb136,Bernard Olson DDS,1951-01-19,Male,"30046 Morales Manor
Marymouth, DE 42078",664-730-1991x1133,baldwinjoshua@example.com,70615,Checking,2020-12-24
da704ee7-8e40-489a-a449-931ff17f02ca,Jerry Bell,1946-04-17,Male,"42138 Dawson Highway Suite 398
Port Frankside, MN 40961",643.499.3434,blakelewis@example.com,690776,Savings,2020-10-28
227f7ba9-c312-4cc2-aee6-07cb3f6c86fe,Johnny Johnson,1994-03-08,Male,"5539 Rasmussen Fall
Jackstad, SC 16281",001-630-847-9790x64061,billy10@example.org,177959,Checking,2021-10-19
e6c2969e-aa3a-4274-adeb-b6323d10cbe7,Steven Moore,1947-10-28,Male,"Unit 7118 Box 1337
DPO AA 81701",691-755-4042x6572,jacksonashley@example.org,517824,Savings,2024-03-07
2de7dc39-6ae8-4fbd-bb8f-0f1736127760,Adam Wallace,2000-12-06,Male,"0261 Rebecca Street Apt. 051
Anthonyhaven, KS 98961",001-372-332-0317x19509,hallcameron@example.net,717752,Checking,2023-06-25
cafb12e9-4e1c-4278-a780-cc32a422efc4,Randy Johnston,1989-05-29,Female,"4870 Mcdowell Knolls Suite 081
North Charlesview, WI 57705",+1-972-921-8436x535,paulallen@example.org,911771,Credit,2024-05-12
f679aa87-de4c-4781-9b5d-5ef777629126,Amanda Waller DVM,1983-08-09,Male,"Unit 3620 Box 7236
DPO AE 31363",468-224-9445,jacob70@example.com,431802,Checking,2024-07-08
8cb26bf9-32d8-4422-a979-835a928ea3dc,Kyle Espinoza,1956-07-06,Female,"22567 Ronald Inlet
Stonemouth, ID 43452",701-622-1678x4517,salazarlauren@example.com,87285,Credit,2023-01-27
8dabb406-2bcd-48bd-98ad-a29471d76da9,David Esparza,1965-02-27,Female,"9014 Norris Fords
Reyestown, IN 35057",+1-684-551-3169,vwade@example.org,616014,Credit,2022-08-07
a5b18af9-6bb2-4185-b979-26ef84847a67,Matthew Frost,1994-04-09,Male,"6644 Ann Grove Apt. 896
Port Anthonybury, TN 27399",(515)658-9550,haroldgray@example.net,603079,Checking,2023-12-31
9571b42f-0a2e-4728-acf4-d5b09f6815da,Thomas Stanley Jr.,1994-10-25,Female,"949 Alexandra Viaduct
New Jill, PR 58898",(912)581-0973x9383,mathewsdonna@example.net,990433,Checking,2024-05-03
52e75f6c-18a3-4de9-9896-d854a617b624,Kelly Perez,1953-07-01,Male,"9551 Scott Green
North Nathantown, IA 71373",+1-439-233-7403,john05@example.net,1298,Savings,2020-11-09
e91748fc-98e6-466d-8d6f-561d942d20de,Amanda Cruz,1996-10-31,Male,"8701 Jones Spur Suite 133
Katherineton, DE 44506",(857)277-9708x09164,henry17@example.org,4364,Credit,2021-10-04
0e74154d-8125-46d6-bd62-3cbcee09fc7d,David Wilson,1967-01-11,Male,"76102 Boyd Ford Apt. 709
Anthonychester, RI 26783",847-277-5606x60622,matthew99@example.net,381720,Credit,2020-06-27
257d4f65-cb1d-4e6e-976f-24a0f4efbd67,Bonnie Fleming,1967-02-14,Male,"2053 Kara Center
Larsenside, PW 27036",724-924-5870,cjackson@example.net,300265,Savings,2021-06-22
fbefb0a4-4a6d-4396-b542-bacd993d277d,Duane Mejia,1977-11-03,Male,"262 Roberts Forest
North Joan, KS 61907",001-401-749-6719x4421,ryanpearson@example.org,215238,Savings,2020-03-06
2efcf244-462a-4235-b3ff-89cd03d5ab97,Tina Cox,1983-12-24,Female,"0828 King Glen
West Bradleybury, TN 43181",523.238.1253x131,tracy50@example.net,404323,Checking,2021-07-27
d137ffa3-6114-4ca6-8222-3d075ad3e561,Cheryl Erickson,1947-05-21,Male,"1152 Phillips Mews
South Danielle, KS 25533",6948955083,pagejerry@example.com,554131,Credit,2022-04-14
6ab840be-2db1-470c-b8e5-5a9f159d0fac,Keith Perez,1985-05-08,Female,"34347 Jane Plains
Jimenezport, SC 74499",384.265.6145x709,tfrost@example.com,619851,Credit,2020-04-30
7ff2f299-cfc8-41b0-870c-0ac025696dff,Harold Moreno,1957-11-26,Female,"0995 Davis Station Suite 616
Lake Michellechester, WV 19996",870-868-5101,cassie62@example.org,335501,Checking,2022-04-18
a6197c48-a34a-40a7-aef1-de5ed796a5a6,Nicole Smith,1981-12-12,Female,"0961 Brandy Shoal Suite 186
Danielsborough, WY 05421",442-785-2305x83587,lindasimmons@example.net,425659,Checking,2020-06-01
2fc9760d-3d97-4bbb-9696-aa2115b93486,Tony King,1979-08-14,Female,"476 Shelby Islands
Wolfport, CO 26318",960.219.0841,kellylandry@example.com,82379,Savings,2021-02-15
28f9edd4-4349-4b44-b2de-4cd015162011,Jeffrey Jones,1965-05-08,Female,"631 Michael Ferry Suite 976
Elizabethborough, NJ 24620",001-851-720-3960x9092,virginia90@example.net,626982,Checking,2021-04-27
bad32aec-4142-4292-926b-5856a594c577,David Odom,1949-08-28,Female,"USNV Armstrong
FPO AE 13453",375-996-6332x00916,manningderrick@example.net,342347,Credit,2021-02-01
c79fe2a8-4e13-4d8e-a31e-8b4eebc11000,Jonathan Berg,1969-03-06,Male,"9306 Allen Branch
Lake Brandonbury, IL 05463",+1-605-524-7191x40835,stevenscarlos@example.com,79306,Savings,2020-12-11
75a6539a-7556-47c4-bccd-d62904e05074,Mark Lopez,1984-09-03,Female,"2126 Leon Walks
Taylorbury, AZ 56172",001-670-431-1938x71598,nmoran@example.net,593157,Savings,2022-09-05
0e2f1009-0ae3-41c1-bef0-a723c8f62376,Tyler Lopez,1949-06-26,Male,"96054 Smith Throughway
Warestad, MI 03473",891.669.2488x0549,sarahjones@example.net,663738,Savings,2023-02-03
b6d55531-d92f-452d-b55d-6c4b062ce32a,Bethany Thomas,1972-10-01,Male,"06086 Julie Alley Suite 787
Port Josephfort, HI 73203",001-484-206-2993x289,michelewebb@example.org,900671,Credit,2021-12-27
21d253e0-6bc8-4102-9d02-c0fa468c24ef,Jenna Torres,1960-04-03,Female,"12704 Rowland Bypass
Garyhaven, TX 84556",001-935-839-9074x347,bennettkirsten@example.com,969796,Credit,2021-08-10
21fd0e99-9636-40f9-89f1-f00670043b8c,Patricia Tucker,1984-02-12,Male,"6407 Christine Forest Suite 956
Port John, ND 19463",(455)459-2692x729,framos@example.net,358815,Savings,2024-05-15
d30f336e-8bed-4f8e-b52f-9108f2e678b3,Jennifer Bailey,1977-10-27,Male,"4278 Lopez Mission
South Elizabethbury, IA 20409",9957800913,richard14@example.net,13630,Checking,2022-10-03
20eac760-676d-4804-b0b8-12aa5205dbb7,Sherry Adams,1978-08-14,Female,"8704 Randy Causeway Apt. 066
New Tammy, DE 10785",+1-664-664-9069,morganwilliams@example.com,93592,Credit,2021-12-15
fb08e789-c026-4638-9630-1e13ba2e4c52,Isaiah Santiago,1953-06-11,Male,"35318 Dawson Key Apt. 038
South Kathleen, MP 52175",+1-580-938-0056x321,brownwilliam@example.com,262927,Savings,2022-09-23
07a7ecb2-be63-4672-8869-042a446580fa,Trevor Mueller,1950-10-31,Female,"94488 Vanessa Fall
Meganmouth, OK 99025",001-849-622-4659x4522,iobrien@example.org,919189,Savings,2022-07-08
6a2cd136-4441-4eaa-a83a-59a746be7aa7,Wanda Snyder,1984-06-06,Female,"713 Paul Roads Suite 041
New Sydney, NH 75740",2073304858,crystal69@example.org,17093,Checking,2024-03-21
137ae013-f123-4a90-b61f-454550229f9e,Megan Watts,2001-08-03,Male,"9828 Lucas Burgs
South Christopher, KS 70691",001-566-242-2403,bhawkins@example.com,434558,Checking,2021-12-11
3a952716-fac0-49f3-a746-fd8dd730a170,Mary Smith,1968-11-29,Female,"656 Dale Hollow
North Andrew, SC 76587",668-497-3526,tinarichardson@example.net,553168,Checking,2021-11-17
60a6285c-385d-4044-ab6d-71c5f84d925d,Kelly Fisher DDS,1963-12-26,Female,"1121 Benjamin Summit Apt. 491
West Curtischester, MP 27080",+1-277-629-7764x296,matthew62@example.net,207387,Checking,2022-12-07
41fea59e-e5b2-4af5-a8ff-8ad448e82c42,Renee Haney,1997-09-07,Male,"71997 Wilson Summit
Port Theresamouth, PR 59519",+1-664-517-7208x91677,zbaxter@example.net,885797,Savings,2023-11-30
4bce2b80-ede7-4304-aa6e-e114cbf005ac,Christopher Castaneda,1962-09-17,Female,"9721 Jon Radial
Port Douglasview, IA 61638",9634067026,ericabradley@example.com,882563,Credit,2020-12-20
67b159e2-bba0-43de-a14e-241dcc541c23,Kaylee Garrett,1996-03-07,Male,"1502 Cunningham Via Apt. 408
Freemanville, WV 86415",001-377-237-7816x883,norma01@example.org,512374,Savings,2023-09-09
bc39366c-bc36-4b13-b771-a8fcc8f05321,Becky Byrd,2001-02-13,Male,"6587 Goodwin Track
New Richard, GU 88151",576.694.4378,tammychaney@example.net,39714,Checking,2021-06-28
27a5fe60-9035-4607-b216-d4cad55e515a,Andrew Middleton,1974-03-15,Male,"280 Krista Greens Suite 867
Port Dillon, MP 89794",(905)930-1749x54431,sarahgeorge@example.com,262436,Credit,2024-06-17
1f88df71-dcc8-4b3a-81dc-399eb57ee853,Kelly Burke,1965-10-30,Male,"47903 Foley Flat
Port Alexandraton, NH 87590",9114659323,wellsjeffrey@example.net,937318,Checking,2022-02-01
